TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,P_emaildomain,R_emaildomain
3003620,0,438598,77.0,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,6.0,,
3003621,0,438619,59.0,W,7350,555.0,150.0,mastercard,117.0,debit,299.0,87.0,0.0,,
3003622,0,438621,57.95,W,17400,174.0,150.0,visa,226.0,debit,123.0,87.0,0.0,aol.com,
3003623,0,438637,100.0,W,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,
3003624,0,438644,30.95,W,10057,225.0,150.0,mastercard,224.0,debit,441.0,87.0,,,
3003625,0,438651,59.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,8.0,,
3003626,0,438671,54.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,2502.0,comcast.net,
3003627,0,438682,80.0,W,10057,225.0,150.0,mastercard,224.0,debit,315.0,87.0,40.0,gmail.com,
3003628,0,438684,409.95,W,2560,562.0,150.0,visa,162.0,credit,299.0,87.0,5.0,,
3003629,0,438701,160.5,W,17188,321.0,150.0,visa,226.0,debit,310.0,87.0,,comcast.net,
3003630,0,438704,56.5,W,16883,111.0,150.0,visa,226.0,debit,476.0,87.0,,gmail.com,
3003631,0,438747,60.239,C,13832,375.0,185.0,mastercard,224.0,debit,,,,gmail.com,gmail.com
3003632,0,438765,57.0,W,17131,111.0,150.0,mastercard,224.0,debit,264.0,87.0,9.0,yahoo.com,
3003633,0,438788,75.95,W,7508,321.0,150.0,visa,226.0,debit,177.0,87.0,7.0,gmail.com,
3003634,0,438826,200.0,W,14795,497.0,150.0,visa,226.0,debit,299.0,87.0,11.0,yahoo.com,
3003635,0,438847,24.0,W,9112,250.0,150.0,visa,226.0,debit,441.0,87.0,,gmail.com,
3003636,0,438854,92.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,717.0,yahoo.com,
3003637,0,438876,226.0,W,5537,480.0,150.0,mastercard,166.0,debit,225.0,87.0,19.0,outlook.com,
3003638,0,438882,40.0,W,9485,111.0,150.0,visa,226.0,debit,436.0,87.0,573.0,gmail.com,
3003639,0,438889,56.5,W,6832,134.0,150.0,visa,226.0,credit,476.0,87.0,,gmail.com,
3003640,0,438891,107.95,W,12501,490.0,150.0,visa,226.0,debit,204.0,87.0,9.0,gmail.com,
3003641,0,438914,50.0,W,7919,194.0,150.0,mastercard,202.0,debit,387.0,87.0,,icloud.com,
3003642,0,438916,57.95,W,15205,270.0,150.0,visa,166.0,debit,325.0,87.0,11.0,gmail.com,
3003643,0,438926,25.0,H,6019,583.0,150.0,visa,226.0,credit,315.0,87.0,,aol.com,
3003644,0,438927,59.0,W,12374,225.0,150.0,mastercard,195.0,debit,264.0,87.0,24.0,yahoo.com,
3003645,0,438928,107.95,W,18018,452.0,150.0,mastercard,117.0,debit,264.0,87.0,,gmail,
3003646,0,438954,39.0,W,17868,148.0,150.0,visa,226.0,debit,472.0,87.0,36.0,,
3003647,0,438967,325.0,W,8317,514.0,150.0,mastercard,224.0,debit,325.0,87.0,1.0,aol.com,
3003648,0,438997,107.95,W,5122,555.0,150.0,visa,226.0,debit,269.0,87.0,2.0,,
3003649,0,439026,50.0,W,13307,428.0,150.0,visa,166.0,debit,494.0,87.0,,yahoo.com,
3003650,0,439029,59.937,C,13679,555.0,102.0,visa,226.0,credit,,,,yahoo.com,yahoo.com
3003651,0,439077,40.0,W,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,
3003652,0,439090,83.97,W,11207,361.0,150.0,visa,226.0,debit,126.0,87.0,5.0,gmail.com,
3003653,0,439110,107.95,W,1522,208.0,150.0,mastercard,117.0,debit,315.0,87.0,2.0,gmail.com,
3003654,0,439113,201.0,W,10210,279.0,150.0,visa,226.0,debit,512.0,87.0,,gmail.com,
3003655,0,439140,174.95,W,2821,555.0,150.0,visa,226.0,credit,469.0,87.0,371.0,gmail.com,
3003656,0,439144,49.5,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,8.0,gmail.com,
3003657,0,439148,65.0,W,6896,430.0,150.0,mastercard,224.0,debit,264.0,87.0,,,
3003658,0,439173,226.0,W,2146,555.0,150.0,visa,226.0,debit,315.0,87.0,,gmail.com,
3003659,0,439289,40.0,W,15986,360.0,150.0,mastercard,166.0,debit,251.0,87.0,,yahoo.com,
3003660,0,439315,50.0,W,13307,428.0,150.0,visa,166.0,debit,494.0,87.0,2.0,yahoo.com,
3003661,0,439323,50.0,H,3821,111.0,150.0,mastercard,219.0,credit,272.0,87.0,,yahoo.com,
3003662,0,439338,40.0,W,6877,550.0,150.0,visa,226.0,debit,272.0,87.0,,anonymous.com,
3003663,0,439370,58.95,W,7919,194.0,150.0,mastercard,202.0,debit,204.0,87.0,869.0,,
3003664,0,439370,15.0,H,18099,555.0,150.0,mastercard,117.0,debit,327.0,87.0,,gmail.com,anonymous.com
3003665,0,439390,382.61,W,2455,321.0,150.0,visa,226.0,credit,330.0,87.0,,aol.com,
3003666,0,439400,59.0,W,7919,194.0,150.0,mastercard,202.0,debit,387.0,87.0,,icloud.com,
3003667,0,439410,92.0,W,9500,321.0,150.0,visa,226.0,debit,330.0,87.0,9.0,gmail.com,
3003668,0,439424,171.0,W,17188,321.0,150.0,visa,226.0,debit,264.0,87.0,,hotmail.com,
3003669,0,439452,20.0,W,14036,225.0,150.0,mastercard,117.0,debit,143.0,87.0,7.0,yahoo.com,
3003670,0,439467,250.0,R,15320,555.0,150.0,mastercard,117.0,debit,325.0,87.0,,aol.com,aol.com
3003671,0,439493,59.0,W,14622,454.0,150.0,visa,226.0,debit,330.0,87.0,46.0,,
3003672,0,439513,68.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,yahoo.com,
3003673,0,439519,257.95,W,6019,583.0,150.0,visa,226.0,credit,299.0,87.0,,outlook.com,
3003674,0,439522,33.593,C,5812,408.0,185.0,mastercard,224.0,debit,161.0,60.0,,hotmail.com,hotmail.com
3003675,0,439524,180.172,C,15885,545.0,185.0,visa,138.0,debit,511.0,60.0,,hotmail.com,hotmail.com
3003676,0,439535,70.0,W,5938,111.0,150.0,visa,162.0,credit,220.0,87.0,,,
3003677,0,439545,59.0,W,18132,567.0,150.0,mastercard,117.0,debit,272.0,87.0,36.0,yahoo.com,
3003678,0,439549,57.95,W,4806,490.0,150.0,visa,226.0,debit,315.0,87.0,7.0,gmail.com,
3003679,0,439552,103.95,W,7919,194.0,150.0,mastercard,202.0,debit,315.0,87.0,10.0,anonymous.com,
3003680,0,439554,120.95,W,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,9.0,gmail.com,
3003681,0,439571,25.0,W,9992,455.0,150.0,mastercard,166.0,debit,191.0,87.0,,gmail.com,
3003682,0,439596,80.0,W,7826,481.0,150.0,mastercard,224.0,debit,325.0,87.0,,gmail.com,
3003683,0,439597,25.0,S,5938,111.0,150.0,visa,162.0,credit,325.0,87.0,,,yahoo.com
3003684,0,439598,108.95,W,16560,476.0,150.0,visa,166.0,debit,264.0,87.0,12.0,,
3003685,0,439600,180.172,C,15885,545.0,185.0,visa,138.0,debit,,,,hotmail.com,hotmail.com
3003686,0,439607,20.0,W,4967,290.0,150.0,visa,226.0,debit,337.0,87.0,,gmail.com,
3003687,0,439624,34.0,W,5786,319.0,150.0,visa,226.0,credit,476.0,87.0,394.0,aol.com,
3003688,0,439655,159.95,W,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,365.0,gmail.com,
3003689,0,439667,77.0,W,15066,170.0,150.0,mastercard,102.0,credit,204.0,87.0,153.0,,
3003690,0,439679,50.0,H,5291,442.0,150.0,visa,226.0,debit,204.0,87.0,,gmail.com,
3003691,0,439691,250.0,R,15063,514.0,150.0,visa,226.0,credit,110.0,87.0,,gmail.com,gmail.com
3003692,0,439692,209.95,W,11233,321.0,150.0,visa,195.0,debit,204.0,87.0,1095.0,gmail.com,
3003693,0,439692,39.0,W,2704,111.0,150.0,mastercard,117.0,debit,299.0,87.0,,gmail.com,
3003694,0,439752,59.0,W,12163,299.0,150.0,visa,226.0,debit,204.0,87.0,10.0,hotmail.com,
3003695,0,439814,30.0,W,1070,369.0,150.0,mastercard,224.0,debit,476.0,87.0,,gmail.com,
3003696,0,439860,25.0,S,4183,555.0,150.0,visa,226.0,credit,330.0,87.0,,,gmail.com
3003697,0,439869,150.0,H,16659,170.0,150.0,visa,226.0,credit,299.0,87.0,,cox.net,
3003698,0,439870,16.012,C,5812,408.0,185.0,mastercard,224.0,debit,,,,hotmail.com,hotmail.com
3003699,0,439884,100.0,H,12501,490.0,150.0,visa,226.0,debit,310.0,87.0,,gmail.com,gmail.com
3003700,0,439910,716.88,W,15066,170.0,150.0,mastercard,102.0,credit,315.0,87.0,,hotmail.com,
3003701,0,439920,100.0,H,7381,583.0,150.0,mastercard,102.0,credit,325.0,87.0,,gmail.com,
3003702,0,439925,47.95,W,2803,100.0,150.0,visa,226.0,debit,184.0,87.0,9.0,gmail.com,
3003703,0,439927,200.0,W,12544,321.0,150.0,visa,226.0,debit,184.0,87.0,2.0,gmail.com,
3003704,0,439947,25.0,W,4967,290.0,150.0,visa,226.0,debit,337.0,87.0,11.0,gmail.com,
3003705,0,439949,16.012,C,16393,177.0,185.0,mastercard,102.0,credit,,,,hotmail.com,hotmail.com
3003706,0,439952,77.458,C,15257,375.0,185.0,mastercard,224.0,debit,508.0,60.0,,hotmail.com,hotmail.com
3003707,0,439958,70.0,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,,yahoo.com,
3003708,0,439986,68.5,W,2884,490.0,150.0,visa,226.0,debit,204.0,87.0,,aol.com,
3003709,0,439987,884.0,W,7585,553.0,150.0,visa,226.0,credit,299.0,87.0,6.0,yahoo.com,
3003710,0,439993,107.95,W,14426,111.0,150.0,mastercard,224.0,debit,272.0,87.0,19.0,gmail.com,
3003711,0,440027,107.95,W,2804,345.0,150.0,mastercard,166.0,debit,143.0,87.0,145.0,gmail.com,
3003712,0,440033,226.0,W,17966,356.0,150.0,mastercard,224.0,debit,472.0,87.0,5.0,hotmail.com,
3003713,0,440045,57.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,
3003714,0,440048,47.95,W,12544,321.0,150.0,visa,226.0,debit,184.0,87.0,9.0,gmail.com,
3003715,0,440050,39.5,W,9500,321.0,150.0,visa,226.0,debit,272.0,87.0,,gmail.com,
3003716,0,440055,16.012,C,14276,177.0,185.0,mastercard,137.0,credit,332.0,60.0,,hotmail.com,hotmail.com
3003717,0,440070,46.403,C,18301,459.0,185.0,mastercard,224.0,credit,465.0,60.0,,gmail.com,gmail.com
3003718,0,440074,31.0,W,1070,369.0,150.0,mastercard,224.0,debit,476.0,87.0,2.0,gmail.com,
3003719,0,440082,190.323,C,15885,545.0,185.0,visa,138.0,debit,,,,hotmail.com,hotmail.com
3003720,0,440139,30.0,H,16075,514.0,150.0,mastercard,102.0,credit,325.0,87.0,,yahoo.com,
3003721,0,440148,190.323,C,9300,103.0,185.0,visa,138.0,debit,,,,hotmail.com,hotmail.com
3003722,0,440174,50.0,H,16659,170.0,150.0,visa,226.0,credit,384.0,87.0,,gmail.com,
3003723,0,440188,57.95,W,16115,431.0,150.0,visa,166.0,debit,315.0,87.0,117.0,comcast.net,
3003724,0,440204,107.95,W,3821,111.0,150.0,mastercard,219.0,credit,315.0,87.0,5.0,yahoo.com,
3003725,0,440212,30.95,W,17303,555.0,150.0,visa,226.0,debit,264.0,87.0,22.0,,
3003726,0,440213,42.95,W,9803,583.0,150.0,visa,226.0,credit,494.0,87.0,4.0,yahoo.com,
3003727,0,440214,47.95,W,12932,361.0,150.0,visa,226.0,debit,325.0,87.0,,,
3003728,0,440216,107.95,W,7664,490.0,150.0,visa,226.0,debit,441.0,87.0,913.0,hotmail.com,
3003729,0,440222,50.0,H,7585,553.0,150.0,visa,226.0,credit,299.0,87.0,,yahoo.com,
3003730,0,440239,100.0,H,11021,555.0,150.0,visa,226.0,debit,387.0,87.0,,comcast.net,
3003731,0,440253,171.0,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,0.0,ymail.com,
3003732,0,440254,150.0,W,4067,199.0,150.0,mastercard,224.0,debit,512.0,87.0,,aol.com,
3003733,0,440265,150.0,W,13749,321.0,150.0,visa,226.0,credit,441.0,87.0,22.0,hotmail.com,
3003734,0,440269,12.87,C,9300,103.0,185.0,visa,138.0,debit,,,,gmail.com,gmail.com
3003735,0,440296,70.0,W,4244,321.0,150.0,visa,226.0,debit,143.0,87.0,,,
3003736,0,440305,125.0,W,10023,111.0,150.0,visa,226.0,debit,325.0,87.0,,gmail.com,
3003737,0,440313,50.0,W,13398,174.0,150.0,visa,195.0,debit,315.0,87.0,,comcast.net,
3003738,0,440334,107.95,W,8765,543.0,150.0,mastercard,224.0,debit,191.0,87.0,7.0,gmail.com,
3003739,0,440334,44.107,C,9026,545.0,185.0,visa,137.0,credit,,,,yahoo.com.mx,yahoo.com.mx
3003740,0,440336,36.95,W,15066,170.0,150.0,mastercard,102.0,credit,330.0,87.0,8.0,yahoo.com,
3003741,0,440339,31.95,W,4090,490.0,150.0,visa,226.0,debit,310.0,87.0,3.0,,
3003742,0,440361,25.0,S,18268,583.0,150.0,visa,226.0,credit,330.0,87.0,,,anonymous.com
3003743,0,440362,100.0,R,16659,170.0,150.0,visa,226.0,credit,387.0,87.0,,gmail.com,gmail.com
3003744,0,440439,108.5,W,7508,321.0,150.0,visa,226.0,debit,420.0,87.0,2587.0,yahoo.com,
3003745,0,440441,107.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,32.0,hotmail.com,
3003746,0,440464,107.95,W,9885,481.0,150.0,mastercard,117.0,debit,264.0,87.0,,yahoo.com,
3003747,0,440468,9.305,C,5812,408.0,185.0,mastercard,224.0,debit,,,,gmail.com,gmail.com
3003748,0,440481,30.95,W,7919,194.0,150.0,mastercard,202.0,debit,181.0,87.0,3.0,yahoo.com,
3003749,0,440485,39.0,W,7919,194.0,150.0,mastercard,202.0,debit,308.0,87.0,6.0,gmail.com,
3003750,0,440492,28.76,C,15885,545.0,185.0,visa,138.0,debit,,,,anonymous.com,anonymous.com
3003751,0,440505,8.157,C,15916,500.0,185.0,mastercard,190.0,credit,465.0,60.0,,anonymous.com,anonymous.com
3003752,0,440514,200.0,W,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,
3003753,0,440529,190.323,C,9300,103.0,185.0,visa,138.0,debit,,,,hotmail.com,hotmail.com
3003754,0,440537,230.0,W,15205,270.0,150.0,visa,166.0,debit,387.0,87.0,,gmail.com,
3003755,0,440580,48.97,W,10186,417.0,150.0,visa,226.0,debit,325.0,87.0,,yahoo.com,
3003756,0,440581,97.95,W,11690,111.0,150.0,visa,226.0,credit,204.0,87.0,7.0,hotmail.com,
3003757,0,440596,70.0,W,9500,321.0,150.0,visa,226.0,debit,272.0,87.0,,yahoo.com,
3003758,0,440597,25.0,H,9485,111.0,150.0,visa,226.0,debit,315.0,87.0,,hotmail.com,
3003759,0,440608,20.0,S,7815,161.0,150.0,mastercard,117.0,debit,181.0,87.0,,,gmail.com
3003760,0,440644,311.95,W,14839,111.0,150.0,visa,226.0,debit,204.0,87.0,7.0,gmail.com,
3003761,0,440650,57.95,W,3605,514.0,150.0,mastercard,224.0,debit,325.0,87.0,13.0,yahoo.com,
3003762,0,440722,57.95,W,17399,111.0,150.0,mastercard,224.0,debit,204.0,87.0,,gmail.com,
3003763,0,440734,100.0,H,4425,562.0,150.0,mastercard,197.0,credit,441.0,87.0,,embarqmail.com,
3003764,0,440780,54.21,W,7508,321.0,150.0,visa,226.0,debit,110.0,87.0,14.0,,
3003765,0,440815,60.0,H,10486,514.0,150.0,mastercard,219.0,credit,184.0,87.0,,gmail.com,
3003766,0,440840,50.0,H,12883,404.0,150.0,visa,226.0,credit,325.0,87.0,,mac.com,gmail.com
3003767,0,440849,35.95,W,12839,321.0,150.0,visa,226.0,debit,226.0,87.0,,gmail.com,
3003768,0,440872,57.95,W,9680,111.0,150.0,visa,226.0,debit,436.0,87.0,271.0,gmail.com,
3003769,0,440927,91.718,C,4504,500.0,185.0,mastercard,219.0,credit,465.0,60.0,,gmail.com,gmail.com
3003770,0,440955,103.95,W,6054,327.0,150.0,discover,,credit,204.0,87.0,,hotmail.com,
3003771,0,440978,221.99,W,8117,490.0,150.0,visa,226.0,debit,204.0,87.0,2.0,gmail.com,
3003772,0,441027,10.936,C,15885,545.0,185.0,visa,138.0,debit,511.0,60.0,,hotmail.com,hotmail.com
3003773,0,441053,45.0,W,7919,194.0,150.0,mastercard,202.0,debit,387.0,87.0,,icloud.com,
3003774,0,441058,57.95,W,7815,161.0,150.0,mastercard,117.0,debit,123.0,87.0,,yahoo.com,
3003775,1,441059,260.0,W,17188,321.0,150.0,visa,226.0,debit,122.0,87.0,,,
3003776,0,441065,59.0,W,5829,395.0,150.0,visa,226.0,debit,204.0,87.0,10.0,,
3003777,0,441098,311.95,W,16075,514.0,150.0,mastercard,102.0,credit,330.0,87.0,199.0,anonymous.com,
3003778,0,441151,40.0,W,11218,579.0,150.0,visa,226.0,debit,184.0,87.0,3.0,gmail.com,
3003779,0,441164,15.0,H,12253,170.0,150.0,visa,226.0,credit,327.0,87.0,,gmail.com,gmail.com
3003780,0,441179,78.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,1.0,yahoo.com,
3003781,0,441208,35.95,W,18018,452.0,150.0,mastercard,117.0,debit,110.0,87.0,4.0,gmail.com,
3003782,0,441211,82.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,
3003783,0,441212,1953.53,W,16727,111.0,150.0,visa,226.0,credit,299.0,87.0,3.0,yahoo.com,
3003784,0,441235,12.205,C,4504,500.0,185.0,mastercard,219.0,credit,161.0,60.0,,hotmail.com,hotmail.com
3003785,0,441246,30.0,W,17131,111.0,150.0,mastercard,224.0,debit,264.0,87.0,,,
3003786,0,441254,151.654,C,8923,555.0,135.0,mastercard,,credit,283.0,24.0,,gmail.com,gmail.com
3003787,0,441264,40.0,H,6344,327.0,150.0,discover,224.0,credit,441.0,87.0,,suddenlink.net,
3003788,0,441266,59.0,W,7350,555.0,150.0,mastercard,117.0,debit,299.0,87.0,,,
3003789,0,441269,25.0,H,16659,170.0,150.0,visa,226.0,credit,204.0,87.0,,gmail.com,
3003790,0,441291,30.0,W,16560,476.0,150.0,visa,166.0,debit,436.0,87.0,844.0,,
3003791,0,441293,100.0,W,9500,321.0,150.0,visa,226.0,debit,433.0,87.0,,yahoo.com,
3003792,1,441349,140.0,W,17188,321.0,150.0,visa,226.0,debit,122.0,87.0,,,
3003793,0,441354,114.19,W,17188,321.0,150.0,visa,226.0,debit,110.0,87.0,32.0,yahoo.com,
3003794,0,441370,54.0,W,7919,194.0,150.0,mastercard,202.0,debit,387.0,87.0,6.0,icloud.com,
3003795,0,441377,30.0,W,3999,555.0,150.0,visa,226.0,debit,436.0,87.0,,yahoo.com,
3003796,0,441386,49.0,W,15497,490.0,150.0,visa,226.0,debit,337.0,87.0,2.0,,
3003797,0,441404,100.0,W,2616,,150.0,discover,102.0,credit,177.0,87.0,,hotmail.com,
3003798,0,441411,584.0,W,5645,481.0,150.0,mastercard,197.0,credit,325.0,87.0,182.0,yahoo.com,
3003799,0,441413,108.95,W,6174,490.0,150.0,visa,226.0,debit,205.0,87.0,,ymail.com,
3003800,0,441430,150.0,S,2616,327.0,150.0,discover,223.0,credit,330.0,87.0,,,gmail.com
3003801,0,441453,171.0,W,17085,361.0,150.0,visa,226.0,debit,448.0,87.0,,gmail.com,
3003802,0,441470,49.0,W,7546,555.0,150.0,visa,226.0,debit,512.0,87.0,0.0,yahoo.com,
3003803,0,441477,47.95,W,7815,161.0,150.0,mastercard,117.0,debit,123.0,87.0,8.0,sbcglobal.net,
3003804,0,441497,150.0,H,16277,321.0,150.0,visa,226.0,credit,220.0,87.0,,gmail.com,
3003805,0,441511,450.0,W,15359,562.0,150.0,mastercard,219.0,credit,126.0,87.0,,verizon.net,
3003806,0,441515,122.0,W,6607,562.0,150.0,mastercard,102.0,credit,330.0,87.0,45.0,anonymous.com,
3003807,0,441517,209.95,W,6697,111.0,150.0,visa,195.0,debit,299.0,87.0,0.0,,
3003808,0,441522,25.0,H,8135,247.0,150.0,visa,226.0,credit,444.0,87.0,,hotmail.com,
3003809,0,441545,100.0,H,7585,553.0,150.0,visa,226.0,credit,177.0,87.0,,gmail.com,
3003810,0,441548,39.0,W,13481,199.0,150.0,mastercard,224.0,debit,512.0,87.0,8.0,gmail.com,
3003811,0,441548,29.0,W,10023,111.0,150.0,visa,226.0,debit,325.0,87.0,7.0,,
3003812,1,441556,141.0,W,17188,321.0,150.0,visa,226.0,debit,122.0,87.0,12.0,,
3003813,0,441559,50.0,H,6019,583.0,150.0,visa,226.0,credit,264.0,87.0,,gmail.com,
3003814,0,441571,25.95,W,10989,360.0,150.0,visa,166.0,debit,143.0,87.0,31.0,,
3003815,0,441580,40.0,H,6019,583.0,150.0,visa,226.0,credit,264.0,87.0,,yahoo.com,yahoo.com
3003816,0,441599,213.16,W,7945,360.0,150.0,visa,166.0,debit,226.0,87.0,,gmail.com,
3003817,0,441608,50.0,H,15815,227.0,150.0,visa,226.0,debit,324.0,87.0,,comcast.net,
3003818,0,441645,59.0,W,10925,543.0,150.0,mastercard,224.0,debit,498.0,87.0,8.0,gmail.com,
3003819,1,441655,19.334,C,2256,545.0,185.0,visa,226.0,credit,465.0,60.0,,gmail.com,gmail.com
3003820,0,441669,50.0,H,11079,420.0,150.0,mastercard,224.0,debit,264.0,87.0,,yahoo.com,
3003821,0,441673,35.0,W,7919,194.0,150.0,mastercard,202.0,debit,177.0,87.0,2.0,,
3003822,0,441676,312.95,W,10616,583.0,150.0,visa,226.0,credit,205.0,87.0,7.0,gmail.com,
3003823,0,441692,25.95,W,13749,321.0,150.0,visa,226.0,credit,272.0,87.0,,,
3003824,0,441708,150.0,W,6063,555.0,150.0,visa,226.0,debit,272.0,87.0,16.0,gmail.com,
3003825,0,441724,49.0,W,9749,528.0,150.0,visa,226.0,credit,441.0,87.0,6.0,,
3003826,1,441739,108.5,W,6951,111.0,150.0,visa,226.0,debit,441.0,87.0,3.0,gmail.com,
3003827,0,441849,32.627,C,15885,545.0,185.0,visa,138.0,debit,216.0,60.0,,hotmail.com,hotmail.com
3003828,0,441865,30.95,W,2884,490.0,150.0,visa,226.0,debit,264.0,87.0,,gmail.com,
3003829,0,441871,40.0,H,18227,583.0,150.0,visa,226.0,credit,330.0,87.0,,gmail.com,
3003830,0,441895,67.95,W,7826,481.0,150.0,mastercard,224.0,debit,325.0,87.0,5.0,gmail.com,
3003831,0,441934,100.0,W,6170,174.0,150.0,visa,226.0,debit,315.0,87.0,2.0,yahoo.com,
3003832,0,441967,160.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,
3003833,0,442022,100.0,H,3055,474.0,150.0,mastercard,224.0,debit,512.0,87.0,,outlook.com,gmail.com
3003834,0,442033,150.0,R,15337,336.0,150.0,visa,226.0,credit,170.0,87.0,,gmail.com,anonymous.com
3003835,0,442053,209.95,W,2744,490.0,150.0,visa,195.0,debit,387.0,87.0,,gmail.com,
3003836,0,442053,15.0,H,18375,174.0,150.0,visa,162.0,credit,126.0,87.0,,anonymous.com,anonymous.com
3003837,0,442069,50.0,S,2616,327.0,150.0,discover,223.0,credit,330.0,87.0,,,gmail.com
3003838,0,442070,40.0,W,10613,250.0,150.0,visa,226.0,debit,441.0,87.0,,yahoo.com,
3003839,0,442098,68.95,W,8528,215.0,150.0,visa,226.0,debit,272.0,87.0,9.0,gmail.com,
3003840,0,442166,107.95,W,6778,369.0,150.0,mastercard,224.0,debit,191.0,87.0,6.0,att.net,
3003841,0,442175,60.0,W,2884,490.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,
3003842,0,442202,100.0,H,15063,514.0,150.0,visa,226.0,credit,204.0,87.0,,yahoo.com,
3003843,0,442218,40.0,S,16659,170.0,150.0,visa,226.0,credit,472.0,87.0,,,gmail.com
3003844,0,442219,36.95,W,6021,321.0,150.0,visa,226.0,credit,310.0,87.0,12.0,,
3003845,0,442225,34.0,W,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,1.0,,
3003846,0,442226,1953.53,W,16727,111.0,150.0,visa,226.0,credit,299.0,87.0,3.0,yahoo.com,
3003847,0,442263,49.0,W,10613,250.0,150.0,visa,226.0,debit,441.0,87.0,167.0,yahoo.com,
3003848,0,442283,68.95,W,8528,215.0,150.0,visa,226.0,debit,272.0,87.0,,gmail.com,
3003849,0,442308,77.0,W,16560,476.0,150.0,visa,166.0,debit,436.0,87.0,844.0,gmail.com,
3003850,0,442322,75.0,H,15847,216.0,150.0,visa,226.0,debit,444.0,87.0,,msn.com,yahoo.com
3003851,0,442326,34.0,W,8671,534.0,150.0,visa,226.0,debit,191.0,87.0,,,
3003852,0,442330,50.0,H,8380,512.0,150.0,visa,226.0,credit,191.0,87.0,,bellsouth.net,
3003853,0,442349,80.0,W,17342,555.0,150.0,visa,226.0,debit,512.0,87.0,4.0,q.com,
3003854,0,442366,664.0,W,2744,490.0,150.0,visa,195.0,debit,387.0,87.0,5.0,gmail.com,
3003855,0,442369,59.0,W,3570,512.0,150.0,visa,226.0,debit,436.0,87.0,10.0,gmail.com,
3003856,0,442372,47.95,W,2157,111.0,150.0,visa,226.0,debit,272.0,87.0,3.0,gmail.com,
3003857,0,442374,50.0,W,10854,593.0,150.0,visa,226.0,debit,444.0,87.0,,gmail.com,
3003858,0,442420,150.0,W,15757,322.0,150.0,visa,195.0,debit,299.0,87.0,,aol.com,
3003859,0,442423,29.0,W,12729,555.0,150.0,visa,226.0,debit,299.0,87.0,7.0,gmail.com,
3003860,0,442480,77.95,W,16188,178.0,150.0,mastercard,224.0,debit,325.0,87.0,1.0,gmail.com,
3003861,0,442497,35.95,W,7664,490.0,150.0,visa,226.0,debit,264.0,87.0,13.0,gmail.com,
3003862,0,442498,26.0,W,14092,111.0,150.0,visa,226.0,debit,308.0,87.0,33.0,yahoo.com,
3003863,0,442525,77.0,W,8320,476.0,150.0,visa,166.0,debit,428.0,87.0,0.0,gmail.com,
3003864,0,442554,112.99,W,15322,490.0,150.0,visa,166.0,debit,330.0,87.0,1.0,yahoo.com,
3003865,0,442563,227.56,W,7508,321.0,150.0,visa,226.0,debit,158.0,87.0,0.0,gmail.com,
3003866,0,442607,994.95,W,11207,361.0,150.0,visa,226.0,debit,325.0,87.0,3.0,,
3003867,1,442630,140.0,W,17188,321.0,150.0,visa,226.0,debit,122.0,87.0,,,
3003868,0,442634,92.141,C,15885,545.0,185.0,visa,138.0,debit,,,,hotmail.com,hotmail.com
3003869,0,442637,48.95,W,6174,490.0,150.0,visa,226.0,debit,387.0,87.0,,yahoo.com,
3003870,0,442639,20.241,C,5812,408.0,185.0,mastercard,224.0,debit,,,,gmail.com,gmail.com
3003871,0,442647,51.115,C,14543,500.0,185.0,mastercard,224.0,credit,,,,hotmail.com,hotmail.com
3003872,0,442671,178.83,W,15066,170.0,150.0,mastercard,102.0,credit,184.0,87.0,,hotmail.com,
3003873,0,442685,77.95,W,16188,178.0,150.0,mastercard,224.0,debit,325.0,87.0,1.0,gmail.com,
3003874,0,442691,694.95,W,8727,404.0,150.0,mastercard,102.0,credit,498.0,87.0,1.0,aol.com,
3003875,0,442692,50.0,H,9550,369.0,150.0,mastercard,224.0,credit,512.0,87.0,,yahoo.com,
3003876,0,442699,16.797,C,15885,545.0,185.0,visa,138.0,debit,431.0,60.0,,gmail.com,gmail.com
